"Case Number","Case Record Type","Case Type","Implementer","Account Name","Subject","Release Target","Complexity Cause (SE)","Release Actual","Case Last Modified Date","Cluster","Status","Time Estimate","Time Spent - Communication","Time Spent - Engineering"
"00128685","Support Team","","Andriy Feshchyn","Bazaarvoice us","SCI for tripplite","5.2.2","SCI","","7/3/2012","C4","Closed","","0.500","1.000"
"00129306","Support Team","","Andriy Feshchyn","Bazaarvoice us","SCI for ExtraStorage Space is not working","","SCI","","7/3/2012","C4","Closed","","0.000","1.000"
"00129851","Support Team","","Andriy Feshchyn","Bazaarvoice us","Schedule SCI for Men's Wearhouse","","SCI","","7/3/2012","C4","Closed","","0.000","3.000"
"00129924","Strategic  Integration","UI Migration","Andriy Feshchyn","Oregon Mountain Community","oregonmountaincommunity UI migration","","","","4/25/2012","","Closed","","0.000","8.000"
"00130702","Support Team","","Andriy Feshchyn","Bazaarvoice us","Please implement SCI for Lysol","5.4.0","SCI","","7/3/2012","C4","Closed","","0.000","4.000"
"00130866","Support Team","","Andriy Feshchyn","Selective Marketplace Ltd","Encouraging multiple reviews from customers","","Feature Request/ Disable (Design Required)","","7/11/2012","","Awaiting Client Response","2.00","2.000","8.000"
"00130942","Support Team","","Andriy Feshchyn","Bazaarvoice us","PIE Submission Link Investigation for Aer1","","Invalid","","7/3/2012","C4","Closed","","0.000","5.000"
"00131627","Support Team","","Andriy Feshchyn","Bazaarvoice us","Linux Environment Setup","","Invalid","","7/10/2012","C4","In Progress","","11.000","47.000"
"00131802","Support Team","","Andriy Feshchyn","Bazaarvoice us","SCI set up for Panasonic","","SCI","","7/3/2012","C4","Closed","","1.000","8.000"
"00132106","Support Team","","Andriy Feshchyn","Bazaarvoice us","socialcommercesummit NEXT button issue","","Invalid","","7/3/2012","C4","Closed","","0.000","4.000"
"00132521","Support Team","","Andriy Feshchyn","DrJays.com","Update the look and feel of the review and A&A summary widgets on the PDP","","Minor UI Change","","7/3/2012","C1","Closed","","0.000","4.000"
"00132899","Support Team","","Andriy Feshchyn","Bare Necessities","Product Families","","Invalid","","7/3/2012","","Closed","","1.000","7.000"
"00133651","Support Team","","Andriy Feshchyn","Adams Golf","Adams Golf: Minor design change","","Minor UI Change","","7/3/2012","","Closed","","0.000","4.000"
"00133877","Support Team","","Andriy Feshchyn","Bilka","Change words on reviews page","","Text Change","","7/3/2012","C5","Closed","2.00","0.000","2.000"
"00134131","Strategic  Integration","UI Migration","Andriy Feshchyn","Wagner Spray Tech Corporation","WagnersprayTech UI Migration 5.0 -> 5.6","","","","5/22/2012","","Closed","","0.000","7.000"
"00134814","Strategic  Integration","PIE","Andriy Feshchyn","Char-Griller","INTERNAL PIE for Char-Griller","","","","6/26/2012","","In Progress","","3.000","10.000"
"00134815","Support Team","","Andriy Feshchyn","Bazaarvoice us","INTERNAL 	The Jones Group - SCI enabled","5.7.1","SCI","","7/3/2012","C4","Closed","","1.000","5.750"
"00135060","Strategic  Integration","UI Migration","Andriy Feshchyn","DrJays.com","Drjays UI migration 5.0 -> 5.6","","","","5/29/2012","C1","Closed","","0.000","4.000"
"00135062","Strategic  Integration","UI Migration","Andriy Feshchyn","Adams Golf","Adams Golf: UI migration 4.9 -> 5.6","","","","5/25/2012","","Closed","","0.000","4.000"
"00135851","Strategic  Integration","Other","Andriy Feshchyn","Bazaarvoice us","INTERNAL: FamousFootwear - UI issues","","","","6/4/2012","C4","Closed","","0.000","3.500"
"00136058","Strategic  Integration","PIE","Andriy Feshchyn","U.S. Auto Parts Network","I'd like to deploy a partner-integrated PIE for APW","","","","7/12/2012","C1","In Progress","","2.000","0.000"
"00136832","Strategic  Integration","Other","Andriy Feshchyn","The Jones Group","INTERNAL The Jones Group - SCI enabled","","","","6/21/2012","","Closed","","6.000","14.000"
"00137205","Strategic  Integration","UI Migration","Andriy Feshchyn","Bazaarvoice us","INTERNAL Laithwaites UI migration","","","","6/21/2012","C4","Closed","","0.000","4.000"
"00137537","Support Team","","Andriy Feshchyn","Bazaarvoice us","INTERNAL SCI Xero Direct","","SCI","","6/21/2012","C4","Closed","","0.000","2.000"
"00137538","Support Team","","Andriy Feshchyn","Bazaarvoice us","INTERNAL SCI for Topps Tiles","","SCI","","7/10/2012","C4","Assigned","","0.000","3.000"
"00137597","Strategic  Integration","Social Commerce Upgrade","Andriy Feshchyn","BeachBody / Product Partners, LLC.","Assign team for JS migration and SSEO Advanced","","","","7/12/2012","C1","In Progress","","3.000","0.000"
"00137663","Support Team","","Andriy Feshchyn","Selective Marketplace Ltd","Enable 'client response notification'","","Social Alerts","","7/13/2012","","In Progress","4.00","0.000","6.000"
"00137870","Support Team","","Andriy Feshchyn","Bazaarvoice us","INTERNAL SCI for Wetseal","","SCI","","7/10/2012","C4","Assigned","","0.000","3.000"
"00138493","Support Team","","Andriy Feshchyn","Bazaarvoice us","INTERNAL enable SCI for Neiman Marcus","","SCI","","7/3/2012","C4","Closed","","2.000","8.000"
"00119074","Strategic  Integration","PIE","Andriy Ivaskevych","Brown Shoe Co.","We would like to implement PIE on our 3 sites","5.1.4","","","3/4/2012","C1","Closed","1.00","0.500","1.500"
"00122527","Support Team","","Andriy Ivaskevych","Bazaarvoice us","BassProShops (PRR): TS issues","5.0.11","Feature Request/ Disable (No-Design)","5.0.11","7/3/2012","C4","Closed","1.00","","1.000"
"00122581","Strategic  Integration","Other","Andriy Ivaskevych","Bazaarvoice us","WilliamsSonoma: TS issue","5.0.11","","","3/4/2012","C4","Closed","1.00","","1.000"
"00122582","Strategic  Integration","Other","Andriy Ivaskevych","Bazaarvoice us","Vintage Tub: GUI issues with Facebook Connect","5.0.11","","","3/4/2012","C4","Closed","2.00","","1.000"
"00122583","Strategic  Integration","Other","Andriy Ivaskevych","Bazaarvoice us","Lululemon, Bestbuy: Issue with id attribute","5.0.10","","","3/4/2012","C4","Closed","0.25","","0.250"
"00122589","Strategic  Integration","Other","Andriy Ivaskevych","Bazaarvoice us","Dixons-nl (R&R, A&A): Results of Weekly Release Testing on Staging","5.0.11","","","3/4/2012","C4","Closed","0.50","","0.500"
"00122592","Strategic  Integration","Other","Andriy Ivaskevych","Bazaarvoice us","Rayovac: TS issues","5.0.11","","","3/4/2012","C4","Closed","3.00","","3.000"
"00122617","Strategic  Integration","Other","Andriy Ivaskevych","Bazaarvoice us","Issue with Play image on Video play thumbnail","5.0.13","","","3/4/2012","C4","Closed","1.50","","1.500"
"00122618","Strategic  Integration","Other","Andriy Ivaskevych","Bazaarvoice us","Footlocker, Eastbay, CCS: Enable Facebook Connect for Staging Environments","5.0.12","","","3/4/2012","C4","Closed","8.00","","8.000"
"00122682","Strategic  Integration","Other","Andriy Ivaskevych","Bazaarvoice us","Karenmillen: lightbox to center","5.0.12","","","3/4/2012","C4","Closed","2.00","","2.000"
"00122938","Strategic  Integration","Other","Andriy Ivaskevych","Bazaarvoice us","MarcOPolo: migration to main display","5.2.1","","","3/4/2012","C4","Closed","3.00","0.500","4.500"
"00123038","Strategic  Integration","Other","Andriy Ivaskevych","Bazaarvoice us","Petco: investingate functional issue","5.0.13","","","3/4/2012","C4","Closed","1.00","0.000","1.000"
"00123046","Strategic  Integration","Other","Andriy Ivaskevych","Bazaarvoice us","Stockmann-fi: issue with submission content with UI 5.0","5.0.13","","","3/4/2012","C4","Closed","2.00","","2.000"
"00123406","Strategic  Integration","Other","Andriy Ivaskevych","Bazaarvoice us","crateandbarrel & cb2 Hosted Authentication","5.1.2","","","3/4/2012","C4","Closed","15.00","0.750","26.000"
"00124329","Strategic  Integration","Other","Andriy Ivaskevych","Bazaarvoice us","Allowing Customers to Comment on Reviews","5.1.1","","","3/4/2012","C4","Closed","3.00","0.000","3.000"
"00124417","Strategic  Integration","Other","Andriy Ivaskevych","Bazaarvoice us","Goertz : new JS migration","5.1.1","","","3/4/2012","C4","Closed","3.00","0.000","3.000"
"00124572","Strategic  Integration","Other","Andriy Ivaskevych","Bazaarvoice us","Restaurant.com: change properties","5.1.2","","","3/4/2012","C4","Closed","3.00","0.000","3.000"
"00124729","Strategic  Integration","Other","Andriy Ivaskevych","Bazaarvoice us","Nokiacom: Facebook Connect and Login Issues","5.1.2","","","3/4/2012","C4","Closed","10.00","0.000","8.000"
"00125078","Support Team","","Andriy Ivaskevych","Alberto-Culver Company","Changes to review form","5.1.3","Minor UI Change","","7/3/2012","","Closed","4.00","0.000","4.000"
"00125106","Strategic  Integration","Other","Andriy Ivaskevych","Bazaarvoice us","SCI Request for Audio Technica","5.1.3","","","3/4/2012","C4","Closed","1.50","0.000","1.500"
"00125302","Strategic  Integration","Social Commerce Upgrade","Andriy Ivaskevych","Cutco Knives (Vector Marketing)","uiVersion Migration, setup Exact Target template for Hosted Authentication","5.1.3","","","3/4/2012","C4","Closed","10.00","0.000","10.000"
"00125374","Strategic  Integration","Other","Andriy Ivaskevych","Bazaarvoice us","Debenhams: Formatting issue","5.1.3","","","3/4/2012","C4","Closed","2.00","","2.000"
"00125555","Strategic  Integration","Other","Andriy Ivaskevych","Bazaarvoice us","UI Notes Merger Tool","5.2.4","","","3/14/2012","C4","Closed","8.00","","12.000"
"00125831","Strategic  Integration","Other","Andriy Ivaskevych","Bazaarvoice us","ModernTeachingAids: QA tab issue","5.1.4","","","3/4/2012","C4","Closed","1.00","0.500","0.500"
"00125897","Strategic  Integration","Social Commerce Upgrade","Andriy Ivaskevych","Cutco Knives (Vector Marketing)","Enable Hosted Authentication","5.1.5","","","3/4/2012","C4","Closed","18.00","0.000","20.000"
"00125922","Support Team","Other","Andriy Ivaskevych","Bazaarvoice us","Social Insights for JTV","5.1.5","SCI","","7/3/2012","C4","Closed","3.00","0.500","3.500"
"00126426","Strategic  Integration","Other","Andriy Ivaskevych","Bazaarvoice us","Internal: Report Tool","","","","6/27/2012","C4","In Progress","20.00","7.000","80.000"
"00126465","Strategic  Integration","Other","Andriy Ivaskevych","Bazaarvoice us","skullcandy: submission issue","5.1.4","","","3/4/2012","C4","Closed","2.00","0.500","1.500"
"00127079","Strategic  Integration","Other","Andriy Ivaskevych","Bazaarvoice us","QVC-UK: Client Requested Changes from BVC-116342","5.1.5","","","3/4/2012","C4","Closed","5.00","0.500","4.500"
"00127312","Strategic  Integration","Other","Andriy Ivaskevych","Bazaarvoice us","Calvin Klein Hosted Authentication - Step 1","5.2.0","","","3/12/2012","C4","Closed","20.00","2.500","23.000"
"00127719","Strategic  Integration","Other","Andriy Ivaskevych","Bazaarvoice us","Internal: Additional Tools","","","","5/11/2012","C4","Closed","","2.000","65.000"
"00128115","Strategic  Integration","Other","Andriy Ivaskevych","Bazaarvoice us","Hosted Authentication for Walmart","5.2.1","","","3/12/2012","C4","Closed","6.00","0.500","5.500"
"00128665","Strategic  Integration","UI Migration","Andriy Ivaskevych","Bazaarvoice us","targetportraits: migrate ui version 4.7 -> 5.1","5.2.2","","","3/16/2012","C4","Closed","3.00","1.000","1.000"
"00128662","Strategic  Integration","UI Migration","Andriy Ivaskevych","Bazaarvoice us","jcpportraits: migrate ui version 4.7 -> 5.1","5.2.2","","","3/16/2012","C4","Closed","3.00","0.000","4.000"
"00129002","Support Team","","Andriy Ivaskevych","Bazaarvoice us","French Connection SCI implementation","5.2.0","SCI","5.2.0","7/3/2012","C4","Closed","1.50","","3.000"
"00129219","Strategic  Integration","Other","Andriy Ivaskevych","Bazaarvoice us","PierceBiotechnologies","","","","3/26/2012","C4","Closed","","2.000","4.000"
"00129340","Strategic  Integration","Other","Andriy Ivaskevych","Bazaarvoice us","Generac: Broken Functionality","","","","3/13/2012","C4","Closed","","","1.500"
"00129432","Strategic  Integration","Other","Andriy Ivaskevych","Bazaarvoice us","Calvin Klein: Update Email Template","5.2.3","","","3/19/2012","C4","Closed","","","2.000"
"00129831","Strategic  Integration","Other","Andriy Ivaskevych","Bazaarvoice us","Internal: fellowes","","","","3/20/2012","C4","Closed","","0.500","1.000"
"00129836","Strategic  Integration","Other","Andriy Ivaskevych","Bazaarvoice us","Internal: Ann Taylor & Loft - Jumping issue on filters in IE","","","","3/22/2012","C4","Closed","3.00","1.000","7.000"
"00130064","Strategic  Integration","Other","Andriy Ivaskevych","Bazaarvoice us","Internal: issue with RRM in smythstoys","","","","3/27/2012","C4","Closed","","0.500","2.500"
"00130065","Strategic  Integration","Other","Andriy Ivaskevych","Bazaarvoice us","Internal: Generac with fn. issues","","","","4/2/2012","C4","Closed","","","10.000"
"00130460","Strategic  Integration","Other","Andriy Ivaskevych","Bazaarvoice us","Internal: aer1 - pie submission link redirects to ""sign in"" page","","","","4/2/2012","C4","Closed","","2.500","10.000"
"00130502","Strategic  Integration","Other","Andriy Ivaskevych","Bazaarvoice us","Internal: jm-bruneau - cancel button does not work on submission page","","","","3/29/2012","C4","Closed","3.00","1.000","12.000"
"00130620","Support Team","","Andriy Ivaskevych","Venca","Enable SmartSEO for Venca please","","Feature Request/ Disable (No-Design)","","6/28/2012","C5","In Progress","","0.500","1.000"
"00131636","Strategic  Integration","Other","Andriy Ivaskevych","Bazaarvoice us","Calvin Klein - Update CSS","","","","4/12/2012","C4","Closed","","0.500","4.000"
"00132073","Strategic  Integration","Other","Andriy Ivaskevych","Bazaarvoice us","Internal: Generac - Update CSS","","","","4/17/2012","C4","Closed","","0.500","1.000"
"00132077","Strategic  Integration","Other","Andriy Ivaskevych","Bazaarvoice us","Internal: Taos - broken FTL tests","","","","4/17/2012","C4","Closed","","0.500","0.500"
"00132076","Strategic  Integration","Other","Andriy Ivaskevych","Bazaarvoice us","Internal: Scotch - custom js","","","","4/17/2012","C4","Closed","","0.500","0.500"
"00132104","Strategic  Integration","Other","Andriy Ivaskevych","Bazaarvoice us","John Lewis Partnership plc","","","","5/11/2012","C4","Closed","","3.250","2.000"
"00132105","Strategic  Integration","Other","Andriy Ivaskevych","Bazaarvoice us","Internal: Provision New Client: vertbaudet-de_ch","","","","4/17/2012","C4","Closed","","0.500","5.000"
"00133412","Strategic  Integration","PIE","Andriy Ivaskevych","Sony Creative Software Inc.","Test File for PIE","","","","7/9/2012","","Closed","","2.500","18.000"
"00133502","Strategic  Integration","Other","Andriy Ivaskevych","Bazaarvoice us","RCI: Review rating starts are broken in IE7","","","","5/7/2012","C4","Closed","","0.500","3.000"
"00133503","Strategic  Integration","Other","Andriy Ivaskevych","Bazaarvoice us","AmericatEagle: Photo upload component does not work in IE9","","","","5/7/2012","C4","Closed","","0.500","1.000"
"00133593","Support Team","","Andriy Ivaskevych","LG Electronics Spain","Implementing Badges to Call Attention","","Feature Request/ Disable (Design Required)","","7/3/2012","","Closed","1.50","0.500","3.000"
"00133696","Strategic  Integration","PIE","Andriy Ivaskevych","Anthropologie UK","Anthropologie PIE setup","","","","7/13/2012","C1","In Progress","18.00","1.000","15.500"
"00133745","Strategic  Integration","PIE","Andriy Ivaskevych","Eloquii","Eloquii: PIE assets ready?","","","","6/28/2012","","Closed","17.00","1.500","7.000"
"00133757","Support Team","","Andriy Ivaskevych","Nike","FW: BazaarVoice Style Change Request","","Feature Request/ Disable (No-Design)","","7/3/2012","C4","Closed","","0.500","1.250"
"00134016","Strategic  Integration","Other","Andriy Ivaskevych","Bazaarvoice us","Internal: Shoes - FB Like button does not work in IE and FF","","","","5/14/2012","C4","Closed","","1.000","8.000"
"00134795","Strategic  Integration","Other","Andriy Ivaskevych","Bazaarvoice us","Internal: orientaltrading - issue with badges in IE browsers","","","","5/22/2012","C4","Closed","3.00","1.000","2.000"
"00136068","Strategic  Integration","Other","Andriy Ivaskevych","Bazaarvoice us","Internal: Home Depot's feed","","","","6/5/2012","C4","Closed","","0.500","3.000"
"00136296","Strategic  Integration","Social Commerce Upgrade","Andriy Ivaskevych","Bazaarvoice us","BestBuy: SCI tracker migration","","","","7/2/2012","C4","Closed","","","2.000"
"00136298","Strategic  Integration","Social Commerce Upgrade","Andriy Ivaskevych","Bazaarvoice us","ExpediaHosted: SCI tracker migration","","","","7/2/2012","C4","Closed","","","2.000"
"00136297","Strategic  Integration","Social Commerce Upgrade","Andriy Ivaskevych","Bazaarvoice us","EvansCycles: SCI tracker migration","","","","6/19/2012","C4","Ready for Release","","","2.000"
"00136806","Strategic  Integration","Other","Andriy Ivaskevych","Bazaarvoice us","Internal: Implement SCI on Orange SPAIN","","","","6/22/2012","C4","Closed","2.00","0.500","2.000"
"00136847","Strategic  Integration","Other","Andriy Ivaskevych","Bazaarvoice us","Internal: Migrate clients to 5.6 ui","","","","7/4/2012","C4","In Progress","9.00","0.000","8.500"
"00136923","Strategic  Integration","Other","Andriy Ivaskevych","Bazaarvoice us","Internal: Sears Canada Styling & Like Button","","","","7/10/2012","C4","Closed","2.00","0.500","7.000"
"00137107","Strategic  Integration","Other","Andriy Ivaskevych","Bazaarvoice us","Internal: BodyShop AA submission page does not load","","","","6/14/2012","C4","Closed","","0.500","8.000"
"00139001","Strategic  Integration","Other","Andriy Ivaskevych","Bazaarvoice us","Internal: Remove Share Story Button","","","","7/2/2012","C4","Closed","","0.500","0.000"
"00139145","Strategic  Integration","Other","Andriy Ivaskevych","Bazaarvoice us","Migrate Display Codes to Parent","","","","7/12/2012","C4","Closed","","0.500","10.000"
"00139159","Strategic  Integration","Other","Andriy Ivaskevych","Bazaarvoice us","Internal: Migrate HomeDepot to 5.6 ui","","","","7/5/2012","C4","Closed","5.00","0.000","5.000"
"00139291","Strategic  Integration","Other","Andriy Ivaskevych","Bazaarvoice us","Internal: Thingsremembered - confirmation email messages are broken","","","","7/4/2012","C4","Closed","","1.000","1.500"
"00139450","Strategic  Integration","Other","Andriy Ivaskevych","Bazaarvoice us","Internal: RR Submission is broken on JJBSports.com","","","","7/10/2012","C4","Closed","","1.500","3.500"
"00140174","Strategic  Integration","Other","Andriy Ivaskevych","Bazaarvoice us","Internal: Cyberport - Content focusing does not work.","","","","7/13/2012","C4","Closed","","0.500","3.000"
"00111144","Strategic  Integration","PIE","Anna Hordiyenko","Guthy-Renker Scandinavia","Proactiv SE - PIE with eCircle","5.0.9","","","3/4/2012","C5","Closed","","3.000","22.250"
"00114183","Strategic  Integration","PIE","Anna Hordiyenko","Guthy-Renker Scandinavia","Proactiv NO - PIE with eCircle","5.0.9","","","3/4/2012","C5","Closed","","0.250","3.750"
"00114185","Strategic  Integration","PIE","Anna Hordiyenko","Guthy-Renker Scandinavia","Proactiv DK - PIE with eCircle","5.0.9","","","3/4/2012","C5","Closed","","0.250","2.750"
"00114184","Strategic  Integration","PIE","Anna Hordiyenko","Guthy-Renker Scandinavia","Proactiv FI - PIE with eCircle","5.0.9","","","3/4/2012","C5","Closed","","0.250","2.750"
"00115261","Support Team","","Anna Hordiyenko","B&Q plc (GBP)","RE: B&Q","5.0.11","Feature Request/ Disable (Design Required)","","7/3/2012","C5","Closed","4.00","8.000","24.000"
"00116320","Strategic  Integration","PIE","Anna Hordiyenko","CVS","WL PIE for CVS","5.2.2","","","5/15/2012","","Ready for Release","3.00","2.000","22.000"
"00120393","Strategic  Integration","Freemarker Migration","Anna Hordiyenko","PetSmart","Freemarker Migration - PetSmart","5.0.8","","","3/4/2012","C4","Closed","24.00","0.250","37.500"
"00121080","Strategic  Integration","Feature Adoption","Anna Hordiyenko","Home Made Simple (P&G)","Home Made Simple Feature Updates","","","","3/4/2012","C4","Closed","","0.250","5.500"
"00121487","Strategic  Integration","Other","Anna Hordiyenko","3M Company (3M)","Migration of Social Alerts from Exact Target to Epsilon","5.1.5","","","3/5/2012","C4","Closed","","7.000","47.000"
"00122715","Strategic  Integration","Other","Anna Hordiyenko","Bazaarvoice us","B&Q DIY migration to 5.1","5.1.5","","","3/4/2012","C4","Closed","6.00","0.000","6.000"
"00122714","Strategic  Integration","Other","Anna Hordiyenko","Bazaarvoice us","Golfsmith migration to 5.0","5.0.12","","","3/4/2012","C4","Closed","","0.000","4.500"
"00122777","Support Team","PIE","Anna Hordiyenko","Bilka","Getting company reviews","5.0.13","Feature Request/ Disable (No-Design)","","7/3/2012","C5","Closed","2.00","1.000","2.000"
