"Case Number","Case Record Type","Case Type","Implementer","Account Name","Subject","Release Target","Complexity Cause (SE)","Release Actual","Case Last Modified Date","Cluster","Status","Time Estimate","Time Spent - Communication","Time Spent - Engineering"
"00137870","Support Team","","Andriy Feshchyn","Bazaarvoice US","INTERNAL SCI for Wetseal","","SCI","","7/25/2012","C4","Closed","","0.000","3.000"
"00137663","Support Team","","Andriy Feshchyn","Selective Marketplace Ltd","Enable 'client response notification'","","Social Alerts","","7/25/2012","","In Progress","4.00","0.000","8.000"
"00137597","Strategic  Integration","Social Commerce Upgrade","Andriy Feshchyn","BeachBody / Product Partners, LLC.","Assign team for JS migration and SSEO Advanced","","","","11/6/2012","C1","In Progress","","49.000","14.000"
"00137538","Support Team","","Andriy Feshchyn","Bazaarvoice US","INTERNAL SCI for Topps Tiles","","SCI","","7/16/2012","C4","Closed","","0.000","3.000"
"00137537","Support Team","","Andriy Feshchyn","Bazaarvoice US","INTERNAL SCI Xero Direct","","SCI","","6/21/2012","C4","Closed","","0.000","2.000"
"00137205","Strategic  Integration","UI Migration","Andriy Feshchyn","Bazaarvoice US","INTERNAL Laithwaites UI migration","","","","6/21/2012","C4","Closed","","0.000","4.000"
"00136832","Strategic  Integration","Other","Andriy Feshchyn","The Jones Group","INTERNAL The Jones Group - SCI enabled","","","","6/21/2012","","Closed","","6.000","14.000"
"00136058","Strategic  Integration","PIE","Andriy Feshchyn","U.S. Auto Parts Network","White Label PIE for APW and JCW","","","","11/7/2012","C1","In Progress","","6.000","12.000"
"00135851","Strategic  Integration","Other","Andriy Feshchyn","Bazaarvoice US","INTERNAL: FamousFootwear - UI issues","","","","6/4/2012","C4","Closed","","0.000","3.500"
"00135062","Strategic  Integration","UI Migration","Andriy Feshchyn","Adams Golf","Adams Golf: UI migration 4.9 -> 5.6","","","","5/25/2012","","Closed","","0.000","4.000"
"00135060","Strategic  Integration","UI Migration","Andriy Feshchyn","DrJays.com","Drjays UI migration 5.0 -> 5.6","","","","5/29/2012","C1","Closed","","0.000","4.000"
"00134815","Support Team","","Andriy Feshchyn","Bazaarvoice US","INTERNAL 	The Jones Group - SCI enabled","5.7.1","SCI","","7/3/2012","C4","Closed","","1.000","5.750"
"00134814","Strategic  Integration","PIE","Andriy Feshchyn","Char-Griller","INTERNAL PIE for Char-Griller","","","","7/16/2012","","Closed","","3.000","10.000"
"00134131","Strategic  Integration","UI Migration","Andriy Feshchyn","Wagner Spray Tech Corporation","WagnersprayTech UI Migration 5.0 -> 5.6","","","","5/22/2012","","Closed","","0.000","7.000"
"00133877","Support Team","","Andriy Feshchyn","Bilka","Change words on reviews page","","Text Change","","7/3/2012","C5","Closed","2.00","0.000","2.000"
"00133651","Support Team","","Andriy Feshchyn","Adams Golf","Adams Golf: Minor design change","","Minor UI Change","","7/3/2012","","Closed","","0.000","4.000"
"00132899","Support Team","","Andriy Feshchyn","Bare Necessities","Product Families","","Invalid","","7/3/2012","","Closed","","1.000","7.000"
"00132521","Support Team","","Andriy Feshchyn","DrJays.com","Update the look and feel of the review and A&A summary widgets on the PDP","","Minor UI Change","","7/3/2012","C1","Closed","","0.000","4.000"
"00132106","Support Team","","Andriy Feshchyn","Bazaarvoice US","socialcommercesummit NEXT button issue","","Invalid","","7/3/2012","C4","Closed","","0.000","4.000"
"00131802","Support Team","","Andriy Feshchyn","Bazaarvoice US","SCI set up for Panasonic","","SCI","","7/3/2012","C4","Closed","","1.000","8.000"
"00131627","Strategic  Integration","","Andriy Feshchyn","Bazaarvoice US","Linux Environment Setup","","Invalid","","9/13/2012","C4","Closed","","15.000","65.000"
"00130942","Support Team","","Andriy Feshchyn","Bazaarvoice US","PIE Submission Link Investigation for Aer1","","Invalid","","7/3/2012","C4","Closed","","0.000","5.000"
"00130866","Support Team","","Andriy Feshchyn","Selective Marketplace Ltd","Encouraging multiple reviews from customers","","Feature Request/ Disable (Design Required)","","8/7/2012","","In Progress","2.00","2.000","10.000"
"00130702","Support Team","","Andriy Feshchyn","Bazaarvoice US","Please implement SCI for Lysol","5.4.0","SCI","","7/3/2012","C4","Closed","","0.000","4.000"
"00129924","Strategic  Integration","UI Migration","Andriy Feshchyn","Oregon Mountain Community","oregonmountaincommunity UI migration","","","","4/25/2012","","Closed","","0.000","8.000"
"00129851","Support Team","","Andriy Feshchyn","Bazaarvoice US","Schedule SCI for Men's Wearhouse","","SCI","","7/3/2012","C4","Closed","","0.000","3.000"
"00129306","Support Team","","Andriy Feshchyn","Bazaarvoice US","SCI for ExtraStorage Space is not working","","SCI","","7/3/2012","C4","Closed","","0.000","1.000"
"00128685","Support Team","","Andriy Feshchyn","Bazaarvoice US","SCI for tripplite","5.2.2","SCI","","7/3/2012","C4","Closed","","0.500","1.000"
"00127582","Support Team","","Andriy Feshchyn","Bazaarvoice US","SCI for ExtraStorage Space","","SCI","","7/3/2012","C4","Closed","","0.500","1.500"
"00127581","Support Team","","Andriy Feshchyn","Bazaarvoice US","SCI for Bissell","","SCI","","7/3/2012","C4","Closed","","0.500","1.500"
"00127332","Strategic  Integration","UI Migration","Andriy Feshchyn","Bazaarvoice US","Entirelypets UI 4.7 to 5.1","future","","","3/27/2012","C4","Closed","2.00","0.000","5.000"
"00127095","Strategic  Integration","Other","Andriy Feshchyn","Bazaarvoice US","PIE issue Investigation","5.2.2","","","3/27/2012","C4","Closed","","3.000","38.000"
"00126591","Support Team","","Andriy Feshchyn","Bazaarvoice US","Dollartree Staging URL Update","5.1.5","Integration Fix","","7/3/2012","C4","Closed","","0.500","0.500"
"00126176","Strategic  Integration","UI Migration","Andriy Feshchyn","Lloyds Pharmacy","LLoydsPharmacy UI migration","5.2.2","","","3/27/2012","","Closed","","0.000","8.000"
"00126173","Support Team","","Andriy Feshchyn","Bazaarvoice US","SCI for Clarins UK, FR and US","5.1.4","SCI","","7/3/2012","C4","Closed","1.50","0.000","3.000"
"00126172","Support Team","","Andriy Feshchyn","Bazaarvoice US","PetSmart SCI","5.1.4","SCI","","7/3/2012","C4","Closed","1.50","2.000","0.000"
"00126171","Support Team","","Andriy Feshchyn","Bazaarvoice US","Mattel Autotag","5.1.4","SCI","","7/3/2012","C4","Closed","","0.000","1.500"
"00126170","Support Team","","Andriy Feshchyn","Bazaarvoice US","SCI implementation","5.1.4","SCI","","7/3/2012","C4","Closed","","0.000","2.000"
"00125573","Strategic  Integration","UI Migration","Andriy Feshchyn","Free People","FreePeople: Migrate UI version to 5.1","5.1.3","","","3/4/2012","C1","Closed","","0.000","1.500"
"00125560","Support Team","","Andriy Feshchyn","Bazaarvoice US","Social Commerce Insight Request","5.1.3","SCI","","7/3/2012","C4","Closed","1.50","0.000","1.500"
"00125562","Support Team","","Andriy Feshchyn","Metro PCS","Enable Social Insights","5.1.3","SCI","","7/3/2012","C6","Closed","1.50","0.000","1.500"
"00124886","Support Team","Other","Andriy Feshchyn","Bazaarvoice US","SCI request","5.1.2","SCI","","7/3/2012","C4","Closed","1.50","0.000","1.500"
"00124887","Support Team","Other","Andriy Feshchyn","Bazaarvoice US","SCI enablement for ZODEE","5.1.2","SCI","","7/3/2012","C4","Closed","1.50","0.000","1.500"
"00124415","Strategic  Integration","Other","Andriy Feshchyn","","Dotti SCI Request","5.1.1","","","3/4/2012","","Closed","1.50","0.000","1.500"
"00124414","Strategic  Integration","Other","Andriy Feshchyn","","Jayjays SCI Request","5.1.1","","","3/4/2012","","Closed","1.50","0.000","1.500"
"00124020","Strategic  Integration","Other","Andriy Feshchyn","Levi's","SCI Implementation for Dockers","5.1.0","","","3/4/2012","C4","Closed","1.50","0.000","1.500"
"00123157","Strategic  Integration","Other","Andriy Feshchyn","Bazaarvoice US","Walmart: focusing after submittion","","","","4/9/2012","C4","Closed","2.00","","7.000"
"00123126","Strategic  Integration","PIE","Andriy Feshchyn","Sprint Nextel","Sprint Ready for PIE Implementation","","","","6/18/2012","C1","Closed","","16.000","13.000"
"00123063","Strategic  Integration","Other","Andriy Feshchyn","CamerasDirect.com.au","Implementing SCI for CamerasDirect on their new platform","5.0.13","","","3/4/2012","C5","Closed","1.50","0.000","1.500"
"00123061","Strategic  Integration","Other","Andriy Feshchyn","Dyson (EMEA)","SCI for Dyson (dyson.com)","5.0.13","","","3/4/2012","C5","Closed","1.50","0.000","1.500"
"00123060","Strategic  Integration","Other","Andriy Feshchyn","Dyson (EMEA)","Dyson UK dyson.co.uk","5.0.13","","","3/4/2012","C5","Closed","1.50","0.000","1.500"
"00123058","Strategic  Integration","Other","Andriy Feshchyn","Dyson (EMEA)","SCI for Dyson","5.0.13","","","3/4/2012","C5","Closed","1.50","0.000","1.500"
"00123056","Strategic  Integration","Other","Andriy Feshchyn","Dyson (EMEA)","SCI for Dyson","5.0.13","","","3/4/2012","C5","Closed","1.50","0.000","1.500"
"00122949","Strategic  Integration","Other","Andriy Feshchyn","Pentland Group","Coremetrics account set up","5.0.12","","","3/4/2012","C5","Closed","1.50","0.000","1.500"
"00122826","Strategic  Integration","Other","Andriy Feshchyn","Gresvig","SCI for 5.0.12","","","","5/29/2012","C5","Closed","4.50","0.000","6.000"
"00122596","Strategic  Integration","Other","Andriy Feshchyn","CDW","SCI (Coremetrics) Request","5.0.11","","","3/4/2012","","Closed","","0.000","1.500"
"00122508","Strategic  Integration","Other","Andriy Feshchyn","Johnson's Baby (J&J)","SCI Request - Aveeno","5.0.11","","","3/4/2012","","Closed","1.50","0.000","1.500"
"00122507","Strategic  Integration","Other","Andriy Feshchyn","Trina Turk","request to implement SCI","5.0.11","","","3/4/2012","","Closed","","0.000","1.500"
"00122501","Strategic  Integration","Other","Andriy Feshchyn","Groupe Mobivia","Norauto - Enable SCI","5.0.11","","","3/4/2012","c5","Closed","","0.000","1.500"
"00122500","Strategic  Integration","Other","Andriy Feshchyn","Groupe Mobivia","Norauto - Enable SCI","5.0.11","","","3/4/2012","c5","Closed","","0.000","1.500"
"00122488","Strategic  Integration","Other","Andriy Feshchyn","White Stuff","White Stuff - Enable SCI","5.0.11","","","3/4/2012","","Closed","1.50","0.000","1.500"
"00122490","Strategic  Integration","Other","Andriy Feshchyn","Aveeno (J&J)","SCI Request - Aveeno","5.0.11","","","3/4/2012","","Closed","1.50","0.000","1.500"
"00122136","Strategic  Integration","Social Commerce Upgrade","Andriy Feshchyn","Mars Petcare (Mars)","The Nutro Company SCI Implementation","5.0.10","","","3/4/2012","","Closed","1.50","0.000","1.500"
"00122135","Strategic  Integration","Social Commerce Upgrade","Andriy Feshchyn","Canon Canada","SCI","5.0.10","","","3/4/2012","c4","Closed","1.50","0.000","1.500"
"00122134","Strategic  Integration","Social Commerce Upgrade","Andriy Feshchyn","Embrace Home Loans","Enable SCI","5.0.10","","","3/4/2012","","Closed","1.50","0.000","1.500"
"00122133","Strategic  Integration","Social Commerce Upgrade","Andriy Feshchyn","Ashford.com, Inc.","Enable SCI for Ashford.com","5.0.10","","","3/4/2012","C1","Closed","1.50","0.000","1.500"
"00121720","Strategic  Integration","PIE","Andriy Feshchyn","Absolute Software","PIE for Absolute - ET integration","","","","6/6/2012","","Closed","","2.000","6.000"
"00121670","Strategic  Integration","Social Commerce Upgrade","Andriy Feshchyn","Audio-Technica U.S., Inc.","Update review submission form","","","","3/4/2012","","Closed","","0.500","4.000"
"00121632","Strategic  Integration","Other","Andriy Feshchyn","Adidas (EMEA)","SCI for Adidas DE","5.0.9","","","3/4/2012","","Closed","","0.000","1.500"
"00121631","Strategic  Integration","Other","Andriy Feshchyn","Adidas (EMEA)","SCI for Adidas Canada","5.0.9","","","3/4/2012","","Closed","1.50","0.000","1.500"
"00121630","Strategic  Integration","Other","Andriy Feshchyn","Adidas (EMEA)","SCI for Adidas FR","5.0.9","","","3/4/2012","","Closed","1.50","0.000","1.500"
"00117521","Strategic  Integration","PIE","Andriy Feshchyn","Wagner Spray Tech Corporation","WL PIE for Wagner","","","","3/4/2012","","Closed","","0.500","0.500"
"00114701","Strategic  Integration","PIE","Andriy Feshchyn","Dollar Tree, Inc","white label PIE for DollarTree","5.1.4","","","4/17/2012","C4","Closed","3.00","2.000","27.500"
"00114527","Strategic  Integration","PIE","Andriy Feshchyn","Lloyds Pharmacy","PIE implementation for Lloydspharmacy","","","","9/5/2012","","Closed","","8.000","27.000"
"00147033","Strategic  Integration","","Andriy Ivaskevych","Bazaarvoice US","Internal: Feedback Tool","","","","10/31/2012","C4","In Progress","","2.000","63.000"
"00145766","Strategic  Integration","","Andriy Ivaskevych","Bazaarvoice US","Internal: testcustomer-c7 - can't submit a review using BV API","","","","9/25/2012","C4","Closed","","2.000","3.000"
"00145765","Strategic  Integration","","Andriy Ivaskevych","Bazaarvoice US","Internal: L.L.Bean - email links are broken","","","","10/31/2012","C4","Closed","","2.500","5.000"
"00145608","Strategic  Integration","","Andriy Ivaskevych","Bazaarvoice US","Internal: benefitcosmetics - photo upload button scrolls to the top in IE8","","","","9/21/2012","C4","Closed","","1.000","8.000"
"00145398","Strategic  Integration","","Andriy Ivaskevych","Bazaarvoice US","Internal: ConradNL, Foodsaver","","","","9/18/2012","C4","Closed","","2.000","5.000"
"00145397","Strategic  Integration","","Andriy Ivaskevych","Bazaarvoice US","Internal: Retailer RR Exchange","","","","10/31/2012","C4","Closed","","2.000","2.000"
"00145395","Strategic  Integration","","Andriy Ivaskevych","Bazaarvoice US","Internal: Hobbycraft - FSW","","","","9/18/2012","C4","In Progress","","0.250","8.000"
"00143529","Strategic  Integration","","Andriy Ivaskevych","Bazaarvoice US","Internal: ASICS - Product Families Display","","","","9/11/2012","C4","Closed","","0.500","0.500"
"00143452","Strategic  Integration","","Andriy Ivaskevych","Bazaarvoice US","Internal: JS integration investaigation","","","","9/11/2012","C4","Closed","","9.000","58.000"
"00142760","Strategic  Integration","Other","Andriy Ivaskevych","Sprint Nextel","SCI events not firing for context data on sprint","","","","8/17/2012","C1","Closed","","0.000","11.500"
"00142478","Strategic  Integration","Other","Andriy Ivaskevych","Bazaarvoice US","Internal: Buckle: update styling for Unsubscribe Page","","","","8/10/2012","C4","Closed","","0.250","2.000"
"00142425","Strategic  Integration","Other","Andriy Ivaskevych","Bazaarvoice US","Internal: unsubscribe page mock-up","","","","8/16/2012","C4","Closed","","0.500","3.000"
"00142323","Strategic  Integration","Other","Andriy Ivaskevych","Bazaarvoice US","Internal: georgeforemancooking - Submission page is broken","","","","8/7/2012","C4","Closed","","1.000","1.000"
"00142318","Strategic  Integration","Other","Andriy Ivaskevych","Bazaarvoice US","Internal: mamasandpapas - Content focusing does not work.","","","","8/6/2012","C4","Closed","","0.500","0.500"
"00142314","Strategic  Integration","Other","Andriy Ivaskevych","Bazaarvoice US","Internal: Silverpop PIE integration for Whirlpool","","","","9/11/2012","C4","Closed","","2.500","3.000"
"00142185","Strategic  Integration","Other","Andriy Ivaskevych","Bazaarvoice US","Internal: GalleryDirect - Social Answering Subscription has broken styling","","","","8/7/2012","C4","Closed","","0.500","1.000"
"00142186","Strategic  Integration","Other","Andriy Ivaskevych","Bazaarvoice US","Internal: Bare Necessities - PIE messages are missed","","","","8/3/2012","C4","Closed","","0.250","0.250"
"00141832","Strategic  Integration","Other","Andriy Ivaskevych","Bazaarvoice US","Internal: Migrate asics-uk to 5.6 ui","","","","8/10/2012","C4","Closed","30.00","0.000","18.000"
"00141752","Strategic  Integration","Other","Andriy Ivaskevych","Bazaarvoice US","Internal: LG China - Submission page is broken","","","","7/31/2012","C4","Closed","","0.250","0.250"
"00141750","Strategic  Integration","Other","Andriy Ivaskevych","Bazaarvoice US","Internal: CanadianTire - Submission page is broken","","","","7/31/2012","C4","Closed","","0.250","0.250"
"00141749","Strategic  Integration","Other","Andriy Ivaskevych","Bazaarvoice US","Internal: Environment Setup","","","","7/31/2012","C4","Closed","","0.000","2.000"
"00140174","Strategic  Integration","Other","Andriy Ivaskevych","Bazaarvoice US","Internal: Cyberport - Content focusing does not work.","","","","7/13/2012","C4","Closed","","0.500","3.000"
"00139450","Strategic  Integration","Other","Andriy Ivaskevych","Bazaarvoice US","Internal: RR Submission is broken on JJBSports.com","","","","7/10/2012","C4","Closed","","1.500","3.500"
"00139291","Strategic  Integration","Other","Andriy Ivaskevych","Bazaarvoice US","Internal: Thingsremembered - confirmation email messages are broken","","","","7/4/2012","C4","Closed","","1.000","1.500"
"00139159","Strategic  Integration","Other","Andriy Ivaskevych","Bazaarvoice US","Internal: Migrate HomeDepot to 5.6 ui","","","","7/5/2012","C4","Closed","5.00","0.000","5.000"
"00139145","Strategic  Integration","Other","Andriy Ivaskevych","Bazaarvoice US","Migrate Display Codes to Parent","","","","7/12/2012","C4","Closed","","0.500","10.000"
"00139001","Strategic  Integration","Other","Andriy Ivaskevych","Bazaarvoice US","Internal: Remove Share Story Button","","","","7/2/2012","C4","Closed","","0.500","0.000"
"00138262","Strategic  Integration","PIE","Andriy Ivaskevych","Elkjøp AS (part of DSGI)","Turn on PIE (white label)","","","","10/31/2012","C5","In Progress","","5.000","15.000"
"00137107","Strategic  Integration","Other","Andriy Ivaskevych","Bazaarvoice US","Internal: BodyShop AA submission page does not load","","","","6/14/2012","C4","Closed","","0.500","8.000"
"00136923","Strategic  Integration","Other","Andriy Ivaskevych","Bazaarvoice US","Internal: Sears Canada Styling & Like Button","","","","7/10/2012","C4","Closed","2.00","0.500","7.000"
"00136847","Strategic  Integration","Other","Andriy Ivaskevych","Bazaarvoice US","Internal: Migrate clients to 5.6 ui","","","","9/25/2012","C4","Closed","9.00","0.000","10.000"
"00136806","Strategic  Integration","Other","Andriy Ivaskevych","Bazaarvoice US","Internal: Implement SCI on Orange SPAIN","","","","6/22/2012","C4","Closed","2.00","0.500","2.000"
"00136297","Strategic  Integration","Social Commerce Upgrade","Andriy Ivaskevych","Bazaarvoice US","EvansCycles: SCI tracker migration","","","","6/19/2012","C4","Ready for Release","","","2.000"
"00136298","Strategic  Integration","Social Commerce Upgrade","Andriy Ivaskevych","Bazaarvoice US","ExpediaHosted: SCI tracker migration","","","","7/2/2012","C4","Closed","","","2.000"
"00136296","Strategic  Integration","Social Commerce Upgrade","Andriy Ivaskevych","Bazaarvoice US","BestBuy: SCI tracker migration","","","","7/2/2012","C4","Closed","","","2.000"
"00136068","Strategic  Integration","Other","Andriy Ivaskevych","Bazaarvoice US","Internal: Home Depot's feed","","","","6/5/2012","C4","Closed","","0.500","3.000"
"00134795","Strategic  Integration","Other","Andriy Ivaskevych","Bazaarvoice US","Internal: orientaltrading - issue with badges in IE browsers","","","","5/22/2012","C4","Closed","3.00","1.000","2.000"
"00134016","Strategic  Integration","Other","Andriy Ivaskevych","Bazaarvoice US","Internal: Shoes - FB Like button does not work in IE and FF","","","","5/14/2012","C4","Closed","","1.000","8.000"
"00133757","Support Team","","Andriy Ivaskevych","Nike","FW: BazaarVoice Style Change Request","","Feature Request/ Disable (No-Design)","","7/3/2012","C4","Closed","","0.500","1.250"
"00133745","Strategic  Integration","PIE","Andriy Ivaskevych","Eloquii","Eloquii: PIE assets ready?","","","","6/28/2012","","Closed","17.00","1.500","7.000"
"00133696","Strategic  Integration","PIE","Andriy Ivaskevych","Anthropologie UK","Anthropologie PIE setup","","","","9/29/2012","C1","Closed","18.00","1.000","15.500"
"00133593","Support Team","","Andriy Ivaskevych","LG Electronics Spain","Implementing Badges to Call Attention","","Feature Request/ Disable (Design Required)","","7/3/2012","","Closed","1.50","0.500","3.000"
"00133503","Strategic  Integration","Other","Andriy Ivaskevych","Bazaarvoice US","AmericatEagle: Photo upload component does not work in IE9","","","","5/7/2012","C4","Closed","","0.500","1.000"
"00133502","Strategic  Integration","Other","Andriy Ivaskevych","Bazaarvoice US","RCI: Review rating starts are broken in IE7","","","","5/7/2012","C4","Closed","","0.500","3.000"
"00133412","Strategic  Integration","PIE","Andriy Ivaskevych","Sony Creative Software Inc.","Test File for PIE","","","","7/9/2012","","Closed","","2.500","18.000"
"00132105","Strategic  Integration","Other","Andriy Ivaskevych","Bazaarvoice US","Internal: Provision New Client: vertbaudet-de_ch","","","","4/17/2012","C4","Closed","","0.500","5.000"
"00132104","Strategic  Integration","Other","Andriy Ivaskevych","Bazaarvoice US","John Lewis Partnership plc","","","","5/11/2012","C4","Closed","","3.250","2.000"
"00132076","Strategic  Integration","Other","Andriy Ivaskevych","Bazaarvoice US","Internal: Scotch - custom js","","","","4/17/2012","C4","Closed","","0.500","0.500"
"00132077","Strategic  Integration","Other","Andriy Ivaskevych","Bazaarvoice US","Internal: Taos - broken FTL tests","","","","4/17/2012","C4","Closed","","0.500","0.500"
"00132073","Strategic  Integration","Other","Andriy Ivaskevych","Bazaarvoice US","Internal: Generac - Update CSS","","","","4/17/2012","C4","Closed","","0.500","1.000"
"00131636","Strategic  Integration","Other","Andriy Ivaskevych","Bazaarvoice US","Calvin Klein - Update CSS","","","","4/12/2012","C4","Closed","","0.500","4.000"
"00130620","Support Team","","Andriy Ivaskevych","Venca","Enable SmartSEO for Venca please","","Feature Request/ Disable (No-Design)","","6/28/2012","C5","In Progress","","0.500","1.000"
"00130502","Strategic  Integration","Other","Andriy Ivaskevych","Bazaarvoice US","Internal: jm-bruneau - cancel button does not work on submission page","","","","3/29/2012","C4","Closed","3.00","1.000","12.000"
"00130460","Strategic  Integration","Other","Andriy Ivaskevych","Bazaarvoice US","Internal: aer1 - pie submission link redirects to ""sign in"" page","","","","4/2/2012","C4","Closed","","2.500","10.000"
"00130065","Strategic  Integration","Other","Andriy Ivaskevych","Bazaarvoice US","Internal: Generac with fn. issues","","","","4/2/2012","C4","Closed","","","10.000"
"00130064","Strategic  Integration","Other","Andriy Ivaskevych","Bazaarvoice US","Internal: issue with RRM in smythstoys","","","","3/27/2012","C4","Closed","","0.500","2.500"
"00129836","Strategic  Integration","Other","Andriy Ivaskevych","Bazaarvoice US","Internal: Ann Taylor & Loft - Jumping issue on filters in IE","","","","3/22/2012","C4","Closed","3.00","1.000","7.000"
"00129831","Strategic  Integration","Other","Andriy Ivaskevych","Bazaarvoice US","Internal: fellowes","","","","3/20/2012","C4","Closed","","0.500","1.000"
"00129432","Strategic  Integration","Other","Andriy Ivaskevych","Bazaarvoice US","Calvin Klein: Update Email Template","5.2.3","","","3/19/2012","C4","Closed","","","2.000"
"00129340","Strategic  Integration","Other","Andriy Ivaskevych","Bazaarvoice US","Generac: Broken Functionality","","","","3/13/2012","C4","Closed","","","1.500"
"00129219","Strategic  Integration","Other","Andriy Ivaskevych","Bazaarvoice US","PierceBiotechnologies","","","","3/26/2012","C4","Closed","","2.000","4.000"
"00129002","Support Team","","Andriy Ivaskevych","Bazaarvoice US","French Connection SCI implementation","5.2.0","SCI","5.2.0","7/3/2012","C4","Closed","1.50","","3.000"
"00128662","Strategic  Integration","UI Migration","Andriy Ivaskevych","Bazaarvoice US","jcpportraits: migrate ui version 4.7 -> 5.1","5.2.2","","","3/16/2012","C4","Closed","3.00","0.000","4.000"
"00128665","Strategic  Integration","UI Migration","Andriy Ivaskevych","Bazaarvoice US","targetportraits: migrate ui version 4.7 -> 5.1","5.2.2","","","3/16/2012","C4","Closed","3.00","1.000","1.000"
"00128115","Strategic  Integration","Other","Andriy Ivaskevych","Bazaarvoice US","Hosted Authentication for Walmart","5.2.1","","","3/12/2012","C4","Closed","6.00","0.500","5.500"
"00127719","Strategic  Integration","Other","Andriy Ivaskevych","Bazaarvoice US","Internal: Additional Tools","","","","5/11/2012","C4","Closed","","2.000","65.000"
"00127312","Strategic  Integration","Other","Andriy Ivaskevych","Bazaarvoice US","Calvin Klein Hosted Authentication - Step 1","5.2.0","","","3/12/2012","C4","Closed","20.00","2.500","23.000"
"00127079","Strategic  Integration","Other","Andriy Ivaskevych","Bazaarvoice US","QVC-UK: Client Requested Changes from BVC-116342","5.1.5","","","3/4/2012","C4","Closed","5.00","0.500","4.500"
"00126465","Strategic  Integration","Other","Andriy Ivaskevych","Bazaarvoice US","skullcandy: submission issue","5.1.4","","","3/4/2012","C4","Closed","2.00","0.500","1.500"
"00126426","Strategic  Integration","Other","Andriy Ivaskevych","Bazaarvoice US","Internal: Report Tool","","","","11/7/2012","C4","In Progress","20.00","7.250","108.000"
"00125922","Support Team","Other","Andriy Ivaskevych","Bazaarvoice US","Social Insights for JTV","5.1.5","SCI","","7/3/2012","C4","Closed","3.00","0.500","3.500"
"00125897","Strategic  Integration","Social Commerce Upgrade","Andriy Ivaskevych","Cutco Knives (Vector Marketing)","Enable Hosted Authentication","5.1.5","","","3/4/2012","C4","Closed","18.00","0.000","20.000"
"00125831","Strategic  Integration","Other","Andriy Ivaskevych","Bazaarvoice US","ModernTeachingAids: QA tab issue","5.1.4","","","3/4/2012","C4","Closed","1.00","0.500","0.500"
"00125555","Strategic  Integration","Other","Andriy Ivaskevych","Bazaarvoice US","UI Notes Merger Tool","5.2.4","","","3/14/2012","C4","Closed","8.00","","12.000"
"00125374","Strategic  Integration","Other","Andriy Ivaskevych","Bazaarvoice US","Debenhams: Formatting issue","5.1.3","","","3/4/2012","C4","Closed","2.00","","2.000"
"00125302","Strategic  Integration","Social Commerce Upgrade","Andriy Ivaskevych","Cutco Knives (Vector Marketing)","uiVersion Migration, setup Exact Target template for Hosted Authentication","5.1.3","","","3/4/2012","C4","Closed","10.00","0.000","10.000"
"00125106","Strategic  Integration","Other","Andriy Ivaskevych","Bazaarvoice US","SCI Request for Audio Technica","5.1.3","","","3/4/2012","C4","Closed","1.50","0.000","1.500"
"00125078","Support Team","","Andriy Ivaskevych","Alberto-Culver Company","Changes to review form","5.1.3","Minor UI Change","","7/3/2012","","Closed","4.00","0.000","4.000"
"00124729","Strategic  Integration","Other","Andriy Ivaskevych","Bazaarvoice US","Nokiacom: Facebook Connect and Login Issues","5.1.2","","","3/4/2012","C4","Closed","10.00","0.000","8.000"
